,0
6235,commented on this response
2028,comments
913,comments from all authors
2316,comments on it
3370,comments on the paper
4187,comparative analyses
3343,compared experimental data to the analytical model
8485,compared on the basilar membrane 
1202,comparison with the mouse 
3137,comparisons with data
8207,competition experiments
2498,compiled
1640,compiled 
2134,compiled data
5142,compiled data 
282,compiled database
2428,compiled epidemiological information from many different sources
7927,compiled ext xlink xlink ext xlink xlink
3013,compiled literature data
5289,compiled rooting depth observations
2067,compiled the data
1383,compiled the data 
3296,compiled the database
5557,compiled the database of proxy reconstructions
5701,compiled the flux datasets
2376,compiled the instrumental database
6226,compiled the map of current plague foci
8508,compiled the new version of the wiring diagram
7200,complemented mc with ept
1540,completed carbon footprint calculations with 
971,completed electronic designs
3940,completed implementation 
5296,completed the in vivo imaging experiments
1661,completed user interface app development
2806,composed the 
6278,composed the clinical team
5259,composition analyses
7856,compound isolation
7651,compound isolations
65,computational analyses
5039,computational analysis
6942,computational analysis of published data
6303,computational analysis results
7477,computational assistance
4881,computational image analysis
6724,computational research
521,computations
6377,computed molecular modeling
2194,computed the frost risk maps
7289,computed the spectral emissivity for all surface types
6305,computer code
7528,computer programming
7638,computer software framework
669,conceived
300,conceived 
8294,conceived experiment
6906,conceived experiments
7013,conceived hypothesis
5770,conceived ideas presented
7599,conceived in vitro 
1784,conceived initial theory
3282,conceived mathematical models
5297,conceived of 
4112,conceived of project 
8010,conceived of purification of toggle redivivus cues
1962,conceived of research
5659,conceived of surgical strategies for safe 
2870,conceived of the assay design
3023,conceived of the ideas
3046,conceived of the ideas 
6213,conceived of the original concept 
6029,conceived of the original experimental idea
5062,conceived of the original idea
95,conceived of the project
1839,conceived of the project 
3273,conceived of the research
6314,conceived of the strategy
2274,conceived of the study
5784,conceived of this project
611,conceived overall project 
8259,conceived overall research plan
486,conceived project 
199,conceived research
485,conceived research 
490,conceived study
7163,conceived technique of chaperone coexpression
6876,conceived the algorithm
5804,conceived the antenna concept
5544,conceived the approach
5647,conceived the argument 
6348,conceived the basic ideas 
2181,conceived the concept
7881,conceived the concept of microfluidic dissection 
7325,conceived the concept of the fractal cut 
3019,conceived the experiment
4204,conceived the experiments
7755,conceived the experiments under supervision of 
5586,conceived the general concept of reactive buffer gas removal
6287,conceived the high analysis of brain neurochemicals
1656,conceived the hypothesis
495,conceived the idea
742,conceived the idea 
2496,conceived the idea for the project
3364,conceived the idea for the study
2729,conceived the idea of diffusiophoresis
2526,conceived the idea of the paper 
7676,conceived the idea of the project
3920,conceived the idea of the study
1320,conceived the idea with 
3525,conceived the idea with major contributions by 
3438,conceived the ideas
7259,conceived the independent origins test
7720,conceived the initial idea
7273,conceived the initial project
3190,conceived the initial study design
3108,conceived the isotherm
4110,conceived the main idea
4624,conceived the main ideas
4387,conceived the majority of the study
3933,conceived the mathematical model
3130,conceived the mathematical models 
2829,conceived the model
5759,conceived the modeling aspects
6948,conceived the neuropsychological battery 
5948,conceived the original game 
195,conceived the original idea
2429,conceived the original idea 
2487,conceived the original project
1614,conceived the overall comparative project
5964,conceived the overall research plan 
1908,conceived the overall research project
1761,conceived the paper
7544,conceived the perspective
6867,conceived the problem 
608,conceived the project
52,conceived the project 
7761,conceived the project idea
4162,conceived the project idea 
6777,conceived the project on the ecological consequences of lifestyles 
2127,conceived the proof of the water exfoliation method
5415,conceived the proposed mechanism
719,conceived the research
3455,conceived the research 
703,conceived the research idea
7076,conceived the research independently 
3220,conceived the research project
2787,conceived the research question
6273,conceived the second shape features 
1845,conceived the setups 
4510,conceived the simulations
149,conceived the study
2238,conceived the study 
4527,conceived the study advised by 
3685,conceived the study design 
